Overall_rank,Score,GDP_per_capita,Social_support,Healthy_life_expectancy,Freedom_to_make_life_choices,Generosity,Perceptions_of_corruption,Country_or_region
1402,0.2633,0.5584,0.4569,0.9353,0.7504,0.918,0.9565,vaju
1403,0.7749,0.883,0.9693,0.2502,0.7355,0.7216,0.204,kuyjuf
1404,0.6257,0.9038,0.0709,0.3437,0.4206,0.1159,0.5494,rfooxv
1405,0.3008,0.7006,0.6252,0.5527,0.5129,0.5028,0.3665,fvfq
1406,0.7572,0.481,0.516,0.2567,0.8535,0.9788,0.524,vgfiz
1407,0.4515,0.2914,0.5513,0.0453,0.3454,0.409,0.5981,uunv
1408,0.0256,0.1425,0.1119,0.6322,0.952,0.1021,0.5859,nfics
1409,0.6273,0.7931,0.5672,0.2241,0.6974,0.5385,0.8414,fldzoo
1410,0.1145,0.895,0.2307,0.5659,0.0251,0.9479,0.1221,cebz
1411,0.132,0.0404,0.6705,0.4412,0.7039,0.5435,0.4898,dsgelty
1412,0.7437,0.5253,0.3017,0.9506,0.9317,0.3391,0.1541,brpukf
1413,0.529,0.2652,0.1397,0.7864,0.4056,0.1048,0.0571,dcjpyyv
1414,0.5573,0.3726,0.9202,0.0698,0.3096,0.2462,0.325,aywpuizp
1415,0.8502,0.1933,0.6919,0.4364,0.8667,0.1441,0.0581,qqjlcsi
1416,0.6512,0.6545,0.0661,0.8321,0.7949,0.0113,0.9374,okkxdkxp
1417,0.9575,0.8286,0.1649,0.909,0.0627,0.0835,0.3149,kypb
1418,0.8458,0.2809,0.9115,0.4377,0.9552,0.7041,0.3999,vanlk
1419,0.627,0.1711,0.9711,0.9644,0.4989,0.7229,0.9702,gbnrs
1420,0.0466,0.6046,0.9768,0.3852,0.0818,0.145,0.8285,rmsvadf
1421,0.6595,0.5081,0.8242,0.6503,0.1967,0.5359,0.1137,nugloc
1422,0.6782,0.1993,0.9991,0.5152,0.0799,0.7608,0.3726,pzkxz
1423,0.8369,0.9232,0.4957,0.2322,0.5958,0.403,0.8822,wsfpbrg
1424,0.921,0.1735,0.0839,0.9336,0.6788,0.3348,0.3857,yxeskkz
1425,0.0748,0.8018,0.1173,0.6554,0.3122,0.9154,0.3617,ycrmkte
1426,0.5386,0.4975,0.1207,0.9494,0.548,0.9959,0.4514,tnqejb
1427,0.4235,0.4755,0.8602,0.8481,0.2244,0.2879,0.3379,zmoy
1428,0.5303,0.4704,0.4308,0.9629,0.59,0.901,0.8381,zisxtva
1429,0.4913,0.4445,0.2532,0.4769,0.4649,0.0811,0.1697,cloqrb
1430,0.1334,0.2816,0.1567,0.1197,0.1625,0.7127,0.6768,greokenx
1431,0.7192,0.964,0.588,0.0384,0.3462,0.9263,0.986,zosi
1432,0.5844,0.7393,0.4692,0.3575,0.1989,0.475,0.1955,jysxuip
1433,0.509,0.607,0.5875,0.2756,0.975,0.5184,0.1995,xdhyw
1434,0.2401,0.7999,0.6249,0.4051,0.3637,0.935,0.6808,uxpnkvuj
1435,0.8383,0.2867,0.2993,0.3688,0.2659,0.6871,0.6992,eonumq
1436,0.9369,0.565,0.721,0.7138,0.7468,0.9507,0.7748,unsacwkv
1437,0.05,0.2204,0.3633,0.3991,0.472,0.886,0.7579,cbamvwnm
1438,0.9792,0.1132,0.9464,0.0143,0.7086,0.5291,0.7609,zorv
1439,0.7157,0.7536,0.9548,0.3645,0.5269,0.2499,0.0645,axor
1440,0.9189,0.9665,0.2949,0.2518,0.8904,0.2952,0.9474,ugmddrlq
1441,0.1525,0.1223,0.1695,0.3967,0.136,0.4901,0.7396,otdqhda
1442,0.0987,0.8139,0.462,0.3003,0.0092,0.5649,0.5626,gfvhdh
1443,0.1706,0.7578,0.1418,0.6633,0.7877,0.02,0.4722,ozxhx
1444,0.6884,0.9425,0.6916,0.8579,0.3646,0.5224,0.7964,ylzg
1445,0.8072,0.9147,0.0479,0.719,0.0046,0.263,0.0936,kzulvnha
1446,0.9711,0.9813,0.6765,0.1298,0.6174,0.1464,0.0869,tnombglt
1447,0.8009,0.0806,0.5632,0.8563,0.3867,0.5102,0.0952,jvnmyhgo
1448,0.8306,0.7483,0.8176,0.5767,0.2719,0.4672,0.6721,xlzljo
1449,0.0149,0.4848,0.2468,0.8169,0.8721,0.9779,0.5441,aaypebpq
1450,0.5195,0.2833,0.2682,0.2,0.9185,0.8915,0.9108,nhvlc
1451,0.7421,0.2536,0.2591,0.7952,0.2145,0.1628,0.7594,dbvxlka
1452,0.8181,0.0434,0.8908,0.7691,0.2585,0.0051,0.029,gsyva
1453,0.7663,0.2591,0.9797,0.1178,0.7205,0.4471,0.2554,emhhldmc
1454,0.6998,0.8926,0.9926,0.0782,0.3965,0.83,0.0275,yhwxvow
1455,0.441,0.0257,0.7484,0.4145,0.1356,0.5958,0.5146,osqarfi
1456,0.5707,0.9644,0.8946,0.2495,0.5987,0.6247,0.8433,nnaezrtl
1457,0.968,0.8367,0.0057,0.6414,0.2287,0.2791,0.8714,wsws
1458,0.1134,0.145,0.6599,0.6561,0.3548,0.9033,0.6614,dogte
1459,0.9425,0.4397,0.7227,0.504,0.785,0.3158,0.8979,abdu
1460,0.3964,0.5941,0.2638,0.2884,0.6992,0.3937,0.6996,jngzqd
1461,0.1802,0.3452,0.9615,0.9432,0.1207,0.1413,0.4999,fyrjomum
1462,0.686,0.1986,0.9882,0.7488,0.5503,0.5963,0.9295,fzhykgl
1463,0.204,0.1112,0.9898,0.5246,0.5284,0.2471,0.5825,zcscn
1464,0.2336,0.2703,0.8047,0.6712,0.3457,0.4047,0.768,wzsbicgo
1465,0.5132,0.1185,0.9999,0.0171,0.8241,0.3813,0.6607,qrkx
1466,0.0324,0.6803,0.2485,0.308,0.0758,0.3994,0.571,xhlq
1467,0.0107,0.4948,0.9596,0.8456,0.9823,0.3004,0.6281,olplctm
1468,0.7822,0.2427,0.283,0.9523,0.927,0.5639,0.0924,qhfmpg
1469,0.5352,0.7435,0.407,0.7694,0.4233,0.2066,0.5591,smgww
1470,0.1333,0.86,0.8643,0.0603,0.452,0.1448,0.814,axtipgr
1471,0.2013,0.5742,0.1494,0.21,0.6999,0.2758,0.2335,mbznazeq
1472,0.0354,0.608,0.382,0.4256,0.481,0.2433,0.954,dxch
1473,0.155,0.9161,0.3517,0.0298,0.9696,0.8537,0.0304,nvjlzh
1474,0.218,0.2638,0.0262,0.9116,0.0749,0.2665,0.1237,tqxbah
1475,0.0461,0.6979,0.8091,0.0052,0.6048,0.3531,0.5788,ttroroi
1476,0.2043,0.2691,0.5566,0.0697,0.4472,0.5748,0.5766,knhohbk
1477,0.3204,0.5791,0.4187,0.1985,0.5907,0.3501,0.7593,xufb
1478,0.4175,0.9828,0.5729,0.9375,0.1917,0.3041,0.8083,quxl
1479,0.2667,0.1145,0.3539,0.623,0.1986,0.3773,0.4825,qhdpnsst
1480,0.2233,0.6539,0.7325,0.6172,0.8312,0.9365,0.2828,oncop
1481,0.8109,0.8773,0.1376,0.0667,0.6167,0.4237,0.3524,bjdtsbu
1482,0.006,0.7026,0.7212,0.3986,0.441,0.8636,0.6383,zcibsoa
1483,0.0223,0.0404,0.2457,0.3353,0.4155,0.3251,0.2316,tpycl
1484,0.1288,0.667,0.6412,0.0481,0.6867,0.7332,0.5402,ryqekj
1485,0.604,0.4812,0.8411,0.6896,0.8786,0.752,0.1172,wwgtctwi
1486,0.3308,0.0891,0.1626,0.6912,0.4576,0.3906,0.1335,cabjpfqx
1487,0.0966,0.0487,0.1238,0.6456,0.6796,0.9974,0.5287,icwgz
1488,0.4911,0.8071,0.698,0.9439,0.8832,0.7467,0.8577,qveifdb
1489,0.4266,0.2171,0.2162,0.9037,0.703,0.5504,0.4954,nzlnztqa
1490,0.1955,0.1721,0.8367,0.6924,0.6067,0.9244,0.6915,kefx
1491,0.6795,0.9337,0.7282,0.267,0.8591,0.4749,0.6755,kgdr
1492,0.4954,0.4592,0.7042,0.7438,0.3866,0.1075,0.2166,wgaxd
1493,0.0776,0.6081,0.1216,0.8305,0.2757,0.1954,0.3546,vrnfvuyf
1494,0.9397,0.1918,0.0568,0.4577,0.0281,0.5487,0.9281,ndtymvf
1495,0.2952,0.2614,0.1805,0.0907,0.6141,0.4591,0.884,bktay
1496,0.9003,0.2625,0.2375,0.2727,0.7151,0.8983,0.3805,bxwcapy
1497,0.9141,0.3389,0.1648,0.1193,0.2083,0.1486,0.322,scbfavb
1498,0.1704,0.6889,0.541,0.821,0.6499,0.0015,0.5705,bbdz
1499,0.8296,0.7559,0.0712,0.4008,0.9057,0.7878,0.1447,wlzokkfh
1500,0.833,0.3078,0.9201,0.0733,0.431,0.1756,0.4972,tvkkt
1501,0.301,0.2733,0.5114,0.5845,0.6813,0.3077,0.5704,ifigzu
1502,0.7028,0.839,0.6492,0.8752,0.3239,0.9713,0.5207,wotema
1503,0.3855,0.6856,0.4815,0.2254,0.9721,0.2127,0.2178,tuqjb
1504,0.4368,0.5952,0.7226,0.942,0.3982,0.5809,0.6881,rtyegjr
1505,0.3171,0.2526,0.7197,0.7464,0.7601,0.4889,0.0925,cimqoc
1506,0.8387,0.7199,0.1241,0.6133,0.5565,0.8236,0.5947,vxev
1507,0.0754,0.7306,0.5473,0.3214,0.7045,0.0821,0.9731,dypyy
1508,0.7268,0.2348,0.6745,0.1055,0.1269,0.5606,0.9494,lodde
1509,0.0416,0.2603,0.1137,0.6623,0.6053,0.8297,0.3563,fhib
1510,0.0856,0.3307,0.9953,0.1,0.4647,0.3175,0.5351,cxyrpyov
1511,0.4301,0.1731,0.7222,0.6767,0.6735,0.6137,0.3611,fdeowga
1512,0.7198,0.2356,0.133,0.2701,0.2229,0.1398,0.0899,cjxmg
1513,0.3518,0.0602,0.2622,0.3029,0.1309,0.6218,0.4236,kqaez
1514,0.0104,0.4828,0.2644,0.5648,0.5747,0.7159,0.4321,ochw
1515,0.1859,0.6832,0.8208,0.8292,0.595,0.0743,0.5443,gwmfxqvh
1516,0.6164,0.4862,0.0368,0.6627,0.043,0.6402,0.0812,uakfq
1517,0.9786,0.5833,0.1116,0.1416,0.8498,0.145,0.0454,circl
1518,0.6027,0.5644,0.1251,0.6618,0.0692,0.8225,0.3391,psdeff
1519,0.4475,0.1736,0.5533,0.1775,0.738,0.4437,0.1927,jbln
1520,0.0432,0.6661,0.082,0.5822,0.6277,0.1684,0.7989,bbac
1521,0.7906,0.1485,0.7846,0.3185,0.9916,0.6452,0.6811,qxcwpg
1522,0.1827,0.7577,0.7821,0.2702,0.6021,0.8223,0.7115,sdgihoe
1523,0.2025,0.2823,0.2721,0.1391,0.3512,0.4453,0.4397,zbxitgvv
1524,0.6168,0.6309,0.76,0.1954,0.0463,0.6201,0.1403,ffsspz
1525,0.6994,0.6804,0.6491,0.1921,0.2805,0.5966,0.3837,fqtdvfeb
1526,0.5765,0.4274,0.7287,0.4188,0.5899,0.2459,0.1156,aksegp
1527,0.661,0.9799,0.3798,0.3212,0.7552,0.3105,0.1065,slow
1528,0.6389,0.9522,0.1317,0.2423,0.0004,0.7234,0.6789,aaiwzk
1529,0.0586,0.5571,0.5186,0.5721,0.3308,0.9283,0.5645,fbcff
1530,0.2937,0.6091,0.6021,0.5427,0.0134,0.2939,0.9313,qcxu
1531,0.8418,0.412,0.1695,0.0813,0.5108,0.5937,0.8832,qmjb
1532,0.8035,0.4162,0.5845,0.3549,0.4201,0.5907,0.5078,wrbxsnvr
1533,0.4845,0.2273,0.6072,0.3183,0.3561,0.5651,0.626,yxxhmrg
1534,0.9269,0.9536,0.5108,0.1381,0.7988,0.9182,0.3016,segib
1535,0.1494,0.2658,0.2098,0.4301,0.9245,0.1757,0.9035,afqy
1536,0.4587,0.2341,0.275,0.3685,0.4747,0.8849,0.4407,ontiqifd
1537,0.4614,0.9641,0.8635,0.007,0.0738,0.0389,0.8444,wacet
1538,0.0277,0.3001,0.2974,0.2204,0.7185,0.5371,0.2625,eksmp
1539,0.084,0.5795,0.0663,0.5228,0.6443,0.4963,0.1361,svdlodtq
1540,0.5777,0.2783,0.2332,0.8772,0.076,0.2915,0.8079,marn
1541,0.5469,0.4742,0.6951,0.9073,0.1901,0.2451,0.5193,bmgftwm
1542,0.9045,0.7816,0.3,0.3661,0.3052,0.777,0.4582,lhqeif
1543,0.162,0.6623,0.7276,0.4965,0.4726,0.0059,0.8898,ynbhakna
1544,0.0856,0.4995,0.2359,0.3293,0.6705,0.1001,0.398,nbvj
1545,0.5492,0.2002,0.4141,0.7051,0.2615,0.3692,0.687,gupikwsd
1546,0.8678,0.1838,0.5457,0.5569,0.0747,0.6201,0.0806,vniwza
1547,0.2811,0.1265,0.8581,0.3393,0.3367,0.2844,0.1563,ydlbbb
1548,0.4018,0.3571,0.8491,0.8324,0.0462,0.0382,0.7377,uiyosu
1549,0.8947,0.9134,0.6397,0.0781,0.4076,0.4682,0.0844,rbnuyl
1550,0.6757,0.7974,0.7542,0.775,0.1444,0.9123,0.1155,agssv
1551,0.8352,0.0922,0.4622,0.8589,0.0038,0.0318,0.9457,dylhvgb
1552,0.4024,0.2921,0.259,0.4933,0.517,0.4517,0.06,rnjgzt
1553,0.5484,0.8297,0.6666,0.8725,0.755,0.0166,0.1442,uwbopsu
1554,0.3085,0.3341,0.7417,0.0347,0.0756,0.2074,0.2629,knhvvi
1555,0.9588,0.6571,0.0698,0.3919,0.7935,0.6952,0.9604,rpfeih
1556,0.2547,0.7344,0.9772,0.6144,0.5683,0.0027,0.3658,lonbry
1557,0.537,0.8892,0.7884,0.0725,0.7656,0.658,0.9212,zoevq
1558,0.5603,0.5169,0.3015,0.4303,0.3292,0.3622,0.6205,uajxc
1559,0.6198,0.8442,0.5511,0.9556,0.2049,0.1624,0.2754,qwcjk
1560,0.6257,0.6452,0.1301,0.4955,0.2102,0.9568,0.7141,fruxydhk
1561,0.4113,0.5341,0.041,0.6553,0.9792,0.9152,0.589,engrqeaq
1562,0.1257,0.5869,0.436,0.7401,0.261,0.4889,0.4176,qaxw
1563,0.9472,0.3415,0.4723,0.6899,0.458,0.7965,0.0225,iicogug
1564,0.3932,0.339,0.1982,0.994,0.3038,0.0742,0.3237,zatc
1565,0.7764,0.2724,0.4884,0.2147,0.7294,0.2427,0.0151,uiswge
1566,0.2123,0.723,0.4274,0.0336,0.6151,0.4591,0.103,gulu
1567,0.4028,0.6545,0.2249,0.4819,0.8037,0.3545,0.0942,fcbslz
1568,0.3992,0.3859,0.5689,0.2688,0.9099,0.2897,0.9907,xenuxm
1569,0.902,0.4914,0.3872,0.3034,0.4015,0.6101,0.2071,hxjxfc
1570,0.8721,0.953,0.6049,0.8363,0.2328,0.1196,0.0635,imsyrcj
1571,0.3758,0.6114,0.3404,0.7563,0.3766,0.3732,0.122,qauxb
1572,0.7057,0.8454,0.9601,0.9524,0.3207,0.2566,0.491,eslzgx
1573,0.8603,0.6986,0.5041,0.4668,0.0064,0.8301,0.7438,glthreyf
1574,0.4285,0.5213,0.3167,0.455,0.8798,0.33,0.4512,aoirutii
1575,0.4186,0.6476,0.699,0.4771,0.8386,0.9296,0.8097,eiveedqa
1576,0.1443,0.4077,0.4263,0.7331,0.6933,0.9218,0.8942,oknvwx
1577,0.1731,0.0947,0.4981,0.9788,0.3559,0.4375,0.8494,gdtr
1578,0.9526,0.6481,0.8242,0.4212,0.3169,0.3321,0.2459,rfqqvwi
1579,0.5385,0.6922,0.5333,0.7392,0.9383,0.5142,0.9455,lput
1580,0.31,0.2928,0.4091,0.2477,0.7055,0.1896,0.1118,lfbbykml
1581,0.8507,0.7569,0.6852,0.9909,0.1237,0.777,0.0308,adcy
1582,0.9887,0.9773,0.2079,0.3559,0.3608,0.8224,0.6998,tufdgbxd
1583,0.6718,0.7125,0.897,0.4589,0.0169,0.6889,0.2228,caepef
1584,0.8418,0.1299,0.7869,0.8109,0.2878,0.0794,0.1553,xvia
1585,0.322,0.3982,0.5401,0.5205,0.6262,0.665,0.6065,msgoswq
1586,0.5287,0.5673,0.3487,0.6082,0.7404,0.866,0.4097,sgexqvpt
1587,0.0336,0.4281,0.0432,0.1676,0.8256,0.8221,0.2403,gtafju
1588,0.6573,0.7413,0.1696,0.0684,0.8953,0.1932,0.7866,wsjwhjn
1589,0.081,0.1463,0.8756,0.4527,0.8281,0.6188,0.0153,rzmvgf
1590,0.1334,0.4464,0.7322,0.5527,0.0919,0.0139,0.5189,ymxobh
1591,0.0009,0.661,0.0973,0.5491,0.589,0.6908,0.0093,xdtrzjq
1592,0.3214,0.4934,0.8036,0.4338,0.988,0.548,0.1148,odvjk
1593,0.0051,0.2451,0.8517,0.5774,0.2685,0.0565,0.4277,isvsjgn
1594,0.9088,0.4358,0.8562,0.7219,0.9232,0.5126,0.1477,tkzg
1595,0.2627,0.3071,0.7886,0.3314,0.5666,0.9983,0.5451,xzuj
1596,0.4778,0.2845,0.8361,0.881,0.4815,0.9963,0.7792,dontt
1597,0.601,0.6699,0.0887,0.2672,0.0546,0.9147,0.6116,fyhho
1598,0.6223,0.844,0.8192,0.6485,0.772,0.6386,0.414,psxkqxsx
1599,0.0786,0.9813,0.9425,0.6618,0.9923,0.4822,0.0186,ivtgt
1600,0.2826,0.1301,0.4579,0.6708,0.233,0.1663,0.1955,udago
1601,0.5602,0.3617,0.5069,0.9995,0.6369,0.1712,0.7646,wnnxwgvb
1602,0.4407,0.8318,0.1887,0.383,0.0418,0.3126,0.5247,fmlnajrr
1603,0.1028,0.075,0.0701,0.7025,0.8601,0.1104,0.6087,gstcg
1604,0.4961,0.7165,0.0918,0.2914,0.3335,0.5969,0.8612,hbwgf
1605,0.1027,0.283,0.6267,0.0208,0.2059,0.9278,0.9588,zdtjyea
1606,0.269,0.9729,0.7952,0.9988,0.229,0.8806,0.0072,tanii
1607,0.5406,0.9028,0.044,0.9391,0.661,0.3102,0.7267,iqozagkf
1608,0.3037,0.1367,0.5611,0.4662,0.0136,0.3437,0.1653,eymj
1609,0.8149,0.3954,0.9655,0.1585,0.3182,0.8313,0.3106,hnglr
1610,0.0026,0.2393,0.9059,0.6122,0.3152,0.6602,0.641,fxqwdh
1611,0.5716,0.1281,0.037,0.9581,0.6789,0.3274,0.5672,qqcqbvcw
1612,0.8592,0.1461,0.8906,0.9714,0.1757,0.3464,0.7165,vzfezaw
1613,0.7995,0.9234,0.6465,0.6616,0.9376,0.7743,0.0714,juhe
1614,0.7756,0.3498,0.5436,0.1541,0.5859,0.4585,0.3904,qwxhd
1615,0.9309,0.9196,0.7029,0.4074,0.7816,0.418,0.5239,ncqp
1616,0.1576,0.6906,0.5439,0.3609,0.6124,0.8308,0.7411,eqkcqtpj
1617,0.6171,0.3883,0.9453,0.1443,0.937,0.0124,0.6625,tvbfje
1618,0.0493,0.9585,0.1637,0.3368,0.7393,0.245,0.8446,ixqf
1619,0.6301,0.7216,0.3206,0.468,0.338,0.2625,0.3862,alnypy
1620,0.6922,0.7028,0.9381,0.3816,0.1279,0.7601,0.9502,qldcdk
1621,0.3785,0.4853,0.9916,0.9122,0.5555,0.4048,0.2502,pzsrwo
1622,0.4745,0.4725,0.7676,0.5584,0.0225,0.8104,0.201,epvdr
1623,0.2508,0.5898,0.0741,0.9053,0.8535,0.7555,0.4975,vrblncn
1624,0.8477,0.3818,0.0998,0.8235,0.1256,0.8068,0.1407,yvajnygy
1625,0.1098,0.0148,0.5278,0.49,0.7377,0.1362,0.5268,jffqcyto
1626,0.7506,0.4718,0.7909,0.0302,0.4893,0.9647,0.5935,xpdzo
1627,0.8041,0.5766,0.0249,0.3539,0.3678,0.5597,0.4175,akkakjl
1628,0.681,0.3935,0.8387,0.3491,0.9638,0.5422,0.8178,kaqd
1629,0.1055,0.0003,0.4155,0.2956,0.6915,0.1872,0.31,zrvzx
1630,0.8962,0.071,0.1809,0.7492,0.5412,0.5309,0.2216,nixhv
1631,0.4884,0.8093,0.3146,0.5454,0.69,0.5845,0.7263,rdkrpk
1632,0.4925,0.5737,0.0406,0.6367,0.6636,0.8546,0.0722,yjckid
1633,0.9088,0.3201,0.1695,0.3449,0.3364,0.3171,0.9618,noyqgby
1634,0.399,0.063,0.8883,0.0105,0.5683,0.7531,0.9084,mcmeka
1635,0.8986,0.5784,0.0463,0.28,0.2068,0.6017,0.9763,ddqx
1636,0.9627,0.4453,0.1682,0.1833,0.4065,0.1128,0.0872,gtwmlzna
1637,0.2235,0.0753,0.341,0.2739,0.6144,0.034,0.8059,rqkxazg
1638,0.8534,0.164,0.9109,0.2295,0.8397,0.8214,0.6011,oerkm
1639,0.1204,0.7126,0.9973,0.6908,0.9576,0.2957,0.4439,bgzd
1640,0.774,0.5533,0.4902,0.9554,0.4094,0.168,0.2808,ibkbaerm
1641,0.7235,0.5559,0.5332,0.8616,0.2581,0.1104,0.9636,qwpzxq
1642,0.4579,0.2964,0.49,0.6678,0.5022,0.5866,0.4604,wqhcy
1643,0.5412,0.0564,0.0801,0.397,0.3714,0.9389,0.3975,fmoeyjth
1644,0.66,0.7465,0.8023,0.5277,0.8751,0.266,0.4044,pryx
1645,0.7381,0.0989,0.8772,0.0343,0.5998,0.5845,0.5679,dnslc
1646,0.9044,0.5452,0.1244,0.4804,0.3973,0.598,0.3076,ulzngh
1647,0.4643,0.2532,0.6274,0.4312,0.4668,0.0495,0.9869,drxrnpo
1648,0.9395,0.2262,0.2143,0.7232,0.768,0.4362,0.1153,oxtgks
1649,0.717,0.428,0.5096,0.4496,0.7931,0.7388,0.8564,phfqbf
1650,0.7793,0.9631,0.3975,0.1162,0.8591,0.803,0.5297,zetyibh
1651,0.3025,0.0904,0.5993,0.0566,0.087,0.6634,0.5179,bdmjd
1652,0.4653,0.7704,0.4776,0.2972,0.9298,0.5684,0.9671,xivijk
1653,0.3179,0.5936,0.3795,0.1666,0.9804,0.9014,0.6933,ebsaayz
1654,0.9197,0.8461,0.329,0.361,0.0691,0.5461,0.2924,tixburln
1655,0.9221,0.6113,0.866,0.4423,0.9661,0.9256,0.5961,eclcvz
1656,0.6735,0.9492,0.4094,0.1934,0.8938,0.4097,0.0145,iyeuu
1657,0.4303,0.6403,0.4561,0.0546,0.6454,0.9771,0.3599,lopgvop
1658,0.8227,0.3092,0.7072,0.8404,0.352,0.7422,0.6428,dafyeml
1659,0.2524,0.1519,0.3349,0.3303,0.1049,0.2346,0.0341,eihr
1660,0.3631,0.5706,0.5086,0.2367,0.2081,0.4249,0.3671,mfnxn
1661,0.0924,0.0312,0.5284,0.0144,0.6518,0.9912,0.2073,mntk
1662,0.9039,0.6015,0.1399,0.4913,0.2918,0.9171,0.8419,plxkwft
1663,0.1669,0.1289,0.3655,0.1113,0.1525,0.8627,0.2466,sdjy
1664,0.0268,0.6696,0.7675,0.6556,0.9097,0.8569,0.7413,ysxzkghf
1665,0.4106,0.8671,0.8829,0.0273,0.254,0.9975,0.8816,zpxjwm
1666,0.5231,0.6364,0.5758,0.2068,0.8906,0.8352,0.9738,zrmosok
1667,0.4218,0.9002,0.5427,0.5451,0.4829,0.8593,0.4569,lxiswjj
1668,0.3421,0.1954,0.3692,0.651,0.2873,0.4971,0.2168,vokoaq
1669,0.3288,0.2091,0.9058,0.1992,0.2626,0.768,0.1991,fnedihfs
1670,0.2693,0.694,0.7432,0.6536,0.5473,0.3637,0.5352,wrqj
1671,0.721,0.9457,0.8045,0.3894,0.1485,0.6007,0.9386,jyrg
1672,0.1154,0.6424,0.4661,0.2088,0.4928,0.8417,0.0457,npxq
1673,0.2399,0.1243,0.5095,0.3055,0.4123,0.5137,0.9575,kxvdgwq
1674,0.3183,0.185,0.6624,0.1154,0.1318,0.0579,0.3303,mjrltiyn
1675,0.5333,0.0414,0.0688,0.5524,0.1234,0.0064,0.4769,ilsijt
1676,0.9705,0.684,0.6476,0.2031,0.271,0.1308,0.9969,oxjz
1677,0.7781,0.0777,0.4738,0.565,0.0397,0.1605,0.7539,qeht
1678,0.3469,0.3502,0.5203,0.5101,0.5216,0.4548,0.2274,zkozuam
1679,0.3617,0.9047,0.386,0.6425,0.1041,0.3097,0.2773,uvecutaz
1680,0.4748,0.1941,0.7824,0.5098,0.3072,0.3824,0.6531,rfpw
1681,0.011,0.3229,0.3958,0.9632,0.7333,0.1588,0.2247,ytcfk
1682,0.7877,0.5282,0.0428,0.5559,0.258,0.816,0.4206,jhgo
1683,0.9441,0.8255,0.4548,0.5542,0.7069,0.2955,0.8779,bgalfev
1684,0.9241,0.7396,0.4604,0.7291,0.5745,0.9979,0.0985,ftpo
1685,0.6635,0.2346,0.0795,0.2025,0.0856,0.3178,0.0444,upmzwibb
1686,0.6993,0.7011,0.42,0.9654,0.9726,0.4251,0.6167,pusq
1687,0.606,0.1522,0.9926,0.9969,0.5455,0.4225,0.5655,jloc
1688,0.8871,0.3856,0.3393,0.882,0.182,0.8544,0.3646,bmrirml
1689,0.7243,0.4581,0.4769,0.3239,0.7246,0.4112,0.6956,esfi
1690,0.9976,0.082,0.3398,0.5763,0.0487,0.1002,0.6472,hpmapny
1691,0.3537,0.1152,0.1887,0.9267,0.4272,0.6308,0.6531,pxdx
1692,0.9897,0.9232,0.8109,0.7085,0.925,0.418,0.2352,csrpg
1693,0.2136,0.5036,0.9653,0.7822,0.6301,0.281,0.4066,litc
1694,0.5997,0.5852,0.0633,0.5605,0.0091,0.0037,0.787,lxgs
1695,0.8801,0.508,0.78,0.5959,0.5494,0.3566,0.1127,mkim
1696,0.4202,0.8609,0.8392,0.8066,0.9227,0.4056,0.6524,bfwnm
1697,0.7571,0.2639,0.2326,0.6563,0.7656,0.9619,0.3803,xegjsrj
1698,0.2978,0.394,0.6913,0.9699,0.1746,0.036,0.3614,yjihylj
1699,0.3803,0.1393,0.0915,0.7769,0.1996,0.6935,0.0114,ksupju
1700,0.3576,0.1731,0.6594,0.5828,0.4327,0.4388,0.6791,abhei
1701,0.7708,0.4558,0.9351,0.0077,0.0203,0.7879,0.5632,ozrqu
1702,0.9918,0.1167,0.4219,0.2525,0.8984,0.3121,0.0916,lcjh
1703,0.8869,0.9316,0.1543,0.4448,0.5087,0.1428,0.0897,ajgda
1704,0.1868,0.2942,0.4939,0.0,0.1808,0.3229,0.4575,obav
1705,0.9522,0.3025,0.4392,0.7732,0.3176,0.0852,0.7786,wkwbvr
1706,0.7058,0.0953,0.7967,0.4921,0.1428,0.6895,0.791,wets
1707,0.5169,0.7328,0.1507,0.6789,0.1232,0.7405,0.2588,mfzfzcxg
1708,0.6115,0.3713,0.3547,0.2547,0.664,0.1398,0.1481,rpibyen
1709,0.4773,0.8447,0.8561,0.6161,0.328,0.795,0.3576,ytjd
1710,0.3208,0.9028,0.0031,0.3035,0.3567,0.2125,0.9432,vrtgbd
1711,0.0683,0.3831,0.7716,0.9081,0.5455,0.1793,0.3076,rhwlck
1712,0.2389,0.4802,0.6253,0.351,0.7574,0.7492,0.4438,bkwyd
1713,0.4986,0.5725,0.6154,0.2472,0.5764,0.1424,0.9585,lyakkhc
1714,0.1999,0.4923,0.3147,0.9435,0.899,0.0009,0.6794,runbtp
1715,0.0447,0.6731,0.1288,0.7333,0.9519,0.6481,0.4083,oilcohdh
1716,0.265,0.2876,0.7567,0.3456,0.34,0.5682,0.0289,qvxn
1717,0.8547,0.3469,0.4551,0.8268,0.9671,0.3279,0.8121,xmrgor
1718,0.345,0.4065,0.2653,0.1289,0.2042,0.2953,0.4277,zmsdoel
1719,0.4056,0.3587,0.4912,0.6364,0.0421,0.1372,0.5499,bimxfi
1720,0.2686,0.7752,0.4084,0.9235,0.2259,0.6831,0.4437,nrpd
1721,0.2791,0.1753,0.6101,0.4907,0.5962,0.4711,0.3154,upame
1722,0.193,0.2278,0.8606,0.0942,0.8954,0.9388,0.3759,tryhuqo
1723,0.2471,0.294,0.581,0.9642,0.1323,0.155,0.3353,syoaneau
